return_id,order_item_id,request_date,days_since_purchase,receipt_flag,item_condition,return_reason,label
3062,10800,2025-12-14,37,1,new,Wrong item,ineligible
3063,4512,2024-11-21,32,1,new,Too large,needs_review
3064,8150,2025-07-22,21,1,tried-on,Too large,eligible
3065,10241,2024-07-09,51,1,new,Defective,eligible
3066,5780,2025-02-02,34,1,new,No reason,ineligible
3067,9242,2025-01-14,32,1,new,Changed mind,ineligible
3068,10817,2025-03-21,13,1,new,Wrong item,eligible
3069,4061,2025-03-17,13,1,tried-on,Too large,eligible
3070,9793,2025-02-20,19,1,new,Defective,ineligible
3071,7435,2024-11-24,2,1,new,Defective,eligible
3072,6356,2025-06-17,29,1,worn,Defective,ineligible
3073,2685,2024-09-17,4,1,new,Defective,eligible
3074,222,2025-12-19,59,0,new,Too small,ineligible
3075,14357,2024-11-25,48,0,worn,Wrong item,ineligible
3076,4378,2025-04-25,40,1,new,Wrong item,ineligible
3077,14896,2024-08-06,14,1,tried-on,Too small,eligible
3078,7604,2025-11-06,18,1,new,Changed mind,eligible
3079,376,2024-04-08,47,0,damaged,Too small,ineligible
3080,12929,2024-12-30,9,1,new,Wrong item,eligible
3081,5747,2024-09-07,39,1,new,Too large,ineligible
3082,12006,2024-02-19,54,1,new,Changed mind,ineligible
3083,13604,2025-03-06,47,1,new,Changed mind,ineligible
3084,5561,2024-09-04,23,1,new,No reason,ineligible
3085,14728,2024-11-03,41,1,new,Too large,ineligible
3086,8377,2025-03-28,31,1,new,Changed mind,needs_review
3087,4046,2024-01-23,59,1,new,Changed mind,ineligible
3088,13673,2025-09-15,13,1,new,Changed mind,eligible
3089,4549,2024-07-13,6,1,new,Wrong item,eligible
3090,11820,2025-02-17,30,1,new,Too small,eligible
3091,10578,2025-06-24,15,1,worn,Too large,ineligible
3092,11901,2024-08-08,43,1,new,Changed mind,ineligible
3093,2032,2025-06-04,17,1,new,Changed mind,eligible
3094,5011,2024-03-24,59,1,damaged,No reason,ineligible
3095,13717,2025-08-27,4,1,new,No reason,eligible
3096,2072,2024-09-14,58,1,new,Defective,ineligible
3097,3706,2024-10-14,56,1,worn,Defective,ineligible
3098,10731,2025-08-21,10,1,new,Wrong item,eligible
3099,4290,2024-01-19,59,1,new,Changed mind,eligible
3100,6598,2024-06-08,13,1,new,Changed mind,eligible
3101,14628,2024-12-05,0,1,new,No reason,eligible
3102,8984,2024-10-11,27,1,new,Defective,ineligible
3103,7869,2025-06-12,9,1,tried-on,Too large,eligible
3104,13393,2025-07-12,32,0,tried-on,Changed mind,ineligible
3105,3576,2025-04-16,25,1,new,Defective,ineligible
3106,2039,2025-05-30,20,1,new,No reason,eligible
3107,139,2025-04-09,1,1,new,Changed mind,eligible
3108,7398,2025-06-27,26,1,new,Defective,ineligible
3109,5057,2025-03-02,59,1,worn,Too large,ineligible
3110,1930,2025-06-14,33,1,tried-on,No reason,eligible
3111,15903,2025-04-16,8,1,new,No reason,eligible
3112,6268,2025-05-04,51,0,new,No reason,ineligible
3113,5089,2025-06-05,45,1,worn,Too large,ineligible
3114,332,2024-10-23,13,1,tried-on,Wrong item,eligible
3115,1323,2024-08-08,41,1,new,No reason,ineligible
3116,4267,2024-07-21,22,1,worn,Too small,ineligible
3117,13966,2025-01-29,42,1,worn,Defective,ineligible
3118,10252,2025-10-06,50,1,new,Too large,ineligible
3119,10585,2024-07-11,59,1,new,Wrong item,ineligible
3120,14611,2025-10-10,17,1,tried-on,Defective,eligible
3121,1035,2024-12-02,18,0,new,No reason,needs_review
3122,8671,2024-06-06,33,1,tried-on,No reason,ineligible
3123,6459,2025-04-18,32,1,tried-on,Defective,needs_review
3124,4333,2025-01-07,59,1,tried-on,Too large,ineligible
3125,193,2024-04-01,44,1,new,Too large,ineligible
3126,559,2024-07-15,21,1,new,Too small,eligible
3127,10227,2024-03-04,4,0,new,Changed mind,needs_review
3128,3236,2024-09-30,55,1,tried-on,Changed mind,ineligible
3129,571,2025-09-08,48,1,new,Wrong item,ineligible
3130,15591,2025-07-08,1,1,new,Wrong item,eligible
3131,15650,2025-04-25,12,1,tried-on,Changed mind,eligible
3132,6865,2024-12-10,13,1,new,Too small,eligible
3133,4107,2024-07-11,37,1,new,Wrong item,ineligible
3134,7936,2024-02-14,1,0,new,Changed mind,ineligible
3135,7269,2024-08-28,20,1,new,Too large,eligible
3136,11299,2024-08-27,14,1,tried-on,Changed mind,eligible
3137,11881,2025-05-12,41,1,tried-on,Too small,ineligible
3138,12038,2024-04-04,26,1,new,Wrong item,eligible
3139,343,2025-04-25,1,1,new,Too large,ineligible
3140,12167,2025-08-07,16,1,tried-on,Changed mind,needs_review
3141,582,2024-05-14,12,1,new,Too large,eligible
3142,274,2025-04-25,47,1,new,Wrong item,ineligible
3143,12162,2024-04-21,56,1,damaged,Too small,ineligible
3144,13319,2025-01-06,20,1,new,No reason,eligible
3145,6589,2024-11-28,14,1,new,Wrong item,eligible
3146,1861,2025-09-29,28,1,new,Changed mind,eligible
3147,9162,2025-06-10,36,1,new,Too small,ineligible
3148,14351,2024-10-19,12,1,tried-on,Wrong item,eligible
3149,9037,2024-05-19,35,1,new,Wrong item,ineligible
3150,11312,2024-09-10,45,1,new,Wrong item,ineligible
3151,13051,2024-10-23,47,1,new,No reason,ineligible
3152,4125,2025-10-24,25,1,tried-on,Too large,ineligible
3153,2854,2025-07-07,3,0,new,No reason,needs_review
3154,9480,2025-11-12,48,1,new,Wrong item,ineligible
3155,8898,2025-10-05,28,1,tried-on,Changed mind,ineligible
3156,2667,2025-03-15,24,0,new,No reason,ineligible
3157,12328,2025-01-30,6,1,tried-on,No reason,eligible
3158,2673,2025-07-04,17,1,new,Changed mind,eligible
3159,9695,2024-09-25,51,1,tried-on,Wrong item,ineligible
3160,12401,2025-08-09,20,1,tried-on,No reason,ineligible
3161,10919,2024-06-24,38,1,new,Changed mind,ineligible
3162,1935,2025-04-27,7,1,tried-on,Too small,ineligible
3163,3349,2025-04-28,54,1,new,Wrong item,ineligible
3164,2271,2025-11-21,14,1,new,Too small,eligible
3165,3282,2025-04-22,27,1,tried-on,Changed mind,eligible
3166,12046,2024-12-12,19,1,new,Too small,eligible
3167,6814,2024-11-29,7,1,new,Wrong item,eligible
3168,6445,2025-07-05,40,1,new,No reason,ineligible
3169,13269,2025-06-27,30,1,new,Defective,eligible
3170,5551,2024-09-13,38,1,new,Wrong item,ineligible
3171,1146,2025-10-23,9,1,new,Changed mind,eligible
3172,7533,2025-02-17,20,1,new,Changed mind,eligible
3173,14387,2025-06-26,34,1,new,No reason,ineligible
3174,565,2025-01-31,37,0,new,Changed mind,needs_review
3175,15931,2024-01-10,37,1,new,No reason,needs_review
3176,13623,2025-02-19,54,1,new,Changed mind,eligible
3177,10381,2024-04-22,3,1,new,Too small,eligible
3178,456,2025-11-09,56,1,new,Too large,ineligible
3179,8561,2025-05-18,57,1,worn,Too large,ineligible
3180,10397,2025-06-12,14,1,worn,Defective,ineligible
3181,7629,2024-12-23,12,1,new,Too large,eligible
3182,6208,2025-03-23,6,1,tried-on,Defective,eligible
3183,11559,2024-09-11,40,1,new,Too small,ineligible
3184,15113,2024-10-19,16,1,new,Wrong item,needs_review
3185,11440,2025-02-11,0,1,new,Wrong item,ineligible
3186,9227,2025-10-22,16,1,new,Changed mind,needs_review
3187,8501,2024-01-05,23,1,new,Too large,eligible
3188,12383,2025-08-11,59,1,new,Too large,ineligible
3189,10068,2024-05-31,50,1,new,Wrong item,ineligible
3190,11376,2025-05-24,49,1,new,Too small,ineligible
3191,9366,2024-04-30,41,1,tried-on,Changed mind,eligible
3192,977,2024-06-16,36,1,new,No reason,needs_review
3193,15463,2024-12-19,33,1,tried-on,Wrong item,needs_review
3194,10783,2024-12-14,7,1,new,No reason,eligible
3195,13540,2025-04-29,40,1,new,No reason,ineligible
3196,5903,2025-11-23,25,1,worn,Defective,ineligible
3197,2941,2025-06-28,38,1,new,Defective,ineligible
3198,7179,2024-11-05,46,1,new,Too small,ineligible
3199,5272,2023-12-18,18,1,worn,Too large,ineligible
3200,10226,2024-03-13,13,1,tried-on,Defective,eligible
3201,10601,2025-09-09,12,1,tried-on,No reason,eligible
3202,13880,2024-12-20,48,1,new,Too small,ineligible
3203,124,2024-10-04,49,1,new,Defective,ineligible
3204,3304,2025-11-06,38,1,tried-on,Defective,ineligible
3205,5668,2024-08-18,42,1,tried-on,Wrong item,ineligible
3206,13941,2025-08-28,1,1,new,No reason,eligible
3207,15499,2024-01-04,3,1,new,Changed mind,eligible
3208,12477,2024-02-21,2,1,new,Wrong item,eligible
3209,2593,2025-07-05,11,1,new,Changed mind,eligible
3210,4314,2024-07-23,9,1,new,Wrong item,eligible
3211,12333,2024-04-25,34,1,new,Defective,ineligible
3212,8335,2024-03-30,50,1,tried-on,Changed mind,ineligible
3213,192,2024-03-05,17,1,new,Wrong item,eligible
3214,10759,2025-03-29,33,1,new,Wrong item,needs_review
3215,12820,2025-11-08,56,1,new,Too small,ineligible
3216,12805,2024-02-18,41,1,new,No reason,ineligible
3217,9977,2024-09-08,39,0,new,Defective,ineligible
3218,2460,2025-09-11,32,1,new,Wrong item,needs_review
3219,5303,2025-10-24,15,1,new,Too small,eligible
3220,8608,2025-05-22,29,1,new,Too large,ineligible
3221,10705,2025-07-09,3,1,new,Too large,eligible
3222,14056,2024-05-14,22,1,new,Changed mind,ineligible
3223,8001,2025-01-11,41,1,new,Wrong item,ineligible
3224,4201,2025-10-19,2,1,tried-on,Changed mind,ineligible
3225,10418,2024-04-21,53,1,new,Too small,ineligible
3226,10888,2024-11-19,10,1,new,Too small,eligible
3227,13399,2024-07-03,11,1,worn,No reason,ineligible
3228,3955,2025-12-06,28,0,worn,No reason,ineligible
3229,9622,2025-02-09,27,1,new,Wrong item,ineligible
3230,4490,2024-12-06,48,1,new,Too small,ineligible
3231,2243,2025-06-17,18,1,new,Wrong item,ineligible
3232,2281,2025-07-20,58,1,new,Wrong item,eligible
3233,15221,2024-02-09,9,1,tried-on,No reason,eligible
3234,13225,2024-01-12,5,1,new,Too small,eligible
3235,13755,2024-04-26,4,1,tried-on,Changed mind,eligible
3236,2859,2024-03-31,36,1,new,Wrong item,needs_review
3237,5082,2025-08-14,55,1,new,No reason,ineligible
3238,9861,2024-12-15,54,1,tried-on,Wrong item,ineligible
3239,1164,2024-11-22,26,1,new,Changed mind,eligible
3240,15010,2024-10-14,16,1,new,Too small,ineligible
3241,4174,2024-09-21,41,1,new,Defective,ineligible
3242,15256,2024-03-04,15,1,tried-on,Changed mind,eligible
3243,12802,2025-01-13,41,1,new,Changed mind,ineligible
3244,8744,2025-09-08,8,1,tried-on,No reason,eligible
3245,1248,2025-01-29,35,1,new,Wrong item,ineligible
3246,14436,2024-04-15,31,1,tried-on,Too small,needs_review
3247,11763,2025-12-11,39,1,new,Too small,ineligible
3248,10076,2024-03-01,28,1,new,Too large,eligible
3249,9832,2025-06-15,46,1,new,No reason,ineligible
3250,10955,2024-06-23,7,1,new,Too large,eligible
3251,12875,2024-10-06,30,1,new,Too small,ineligible
3252,7723,2024-12-08,57,1,new,Changed mind,ineligible
3253,1825,2025-07-11,32,1,new,Too large,ineligible
3254,4013,2025-10-28,51,1,tried-on,Defective,ineligible
3255,9836,2025-09-21,58,0,tried-on,Too small,needs_review
3256,15796,2024-03-13,39,1,new,No reason,ineligible
3257,5424,2025-05-23,21,0,new,Too large,needs_review
3258,12669,2025-02-09,5,1,new,Wrong item,eligible
3259,10211,2025-08-25,3,1,new,Too small,eligible
3260,10259,2024-12-03,12,1,damaged,Too large,ineligible
3261,11141,2024-09-10,43,1,new,Defective,ineligible
3262,2493,2024-07-25,9,1,new,Changed mind,eligible
3263,4315,2024-03-14,24,1,tried-on,Wrong item,eligible
3264,14504,2025-10-24,22,1,tried-on,Too large,eligible
3265,13299,2024-08-11,28,1,new,Wrong item,eligible
3266,15306,2025-09-30,21,1,new,Changed mind,eligible
3267,6597,2024-06-14,28,1,worn,Defective,ineligible
3268,7793,2025-04-30,52,0,new,Too large,ineligible
3269,3126,2024-02-07,35,1,new,Too large,needs_review
3270,4107,2024-07-11,37,1,tried-on,Wrong item,ineligible
3271,3872,2023-11-22,1,1,tried-on,Changed mind,ineligible
3272,8298,2025-06-10,51,1,new,Too large,ineligible
3273,15493,2024-08-12,8,1,worn,Too small,ineligible
3274,5707,2024-02-04,16,1,new,Changed mind,eligible
3275,85,2025-12-21,53,1,tried-on,Too small,ineligible
3276,6517,2024-02-03,0,1,new,Defective,eligible
3277,5701,2025-04-10,47,1,tried-on,Defective,ineligible
3278,11619,2024-04-09,34,1,tried-on,Changed mind,needs_review
3279,9112,2025-08-06,24,1,tried-on,Wrong item,eligible
3280,4069,2025-01-03,32,1,new,No reason,ineligible
3281,4710,2024-08-22,6,1,new,Too large,eligible
3282,12929,2025-01-16,26,1,tried-on,Too large,eligible
3283,7146,2024-05-08,48,1,new,Changed mind,ineligible
3284,1590,2024-08-18,16,1,new,Defective,eligible
3285,1988,2024-04-09,28,1,new,Too small,eligible
3286,15868,2025-03-18,18,1,tried-on,Too small,needs_review
3287,7356,2024-03-09,19,1,new,No reason,needs_review
3288,6850,2025-06-08,51,1,tried-on,Defective,ineligible
3289,8742,2025-10-12,42,1,new,No reason,ineligible
3290,3739,2024-08-31,6,1,new,Defective,eligible
3291,14571,2024-11-08,39,1,worn,Wrong item,ineligible
3292,10183,2024-02-26,20,1,new,Defective,needs_review
3293,9873,2024-02-03,8,1,new,Wrong item,eligible
3294,63,2024-06-28,30,1,new,No reason,eligible
3295,5488,2024-04-23,18,1,new,No reason,eligible
3296,12781,2025-05-05,40,1,new,Wrong item,ineligible
3297,9510,2025-02-25,26,0,new,Wrong item,needs_review
3298,7405,2025-07-18,18,1,new,Too large,eligible
3299,15745,2024-11-15,33,1,tried-on,No reason,needs_review
3300,13403,2025-09-20,12,1,worn,Too small,ineligible
3301,12498,2024-09-23,56,1,new,Wrong item,ineligible
3302,7146,2024-05-09,49,1,new,Too large,ineligible
3303,6848,2024-08-12,47,1,tried-on,Defective,ineligible
3304,8858,2025-06-12,8,1,new,Defective,eligible
3305,635,2025-02-11,55,1,tried-on,Changed mind,ineligible
3306,13289,2024-07-22,31,0,new,Too small,ineligible
3307,5557,2025-04-19,16,1,damaged,Too large,ineligible
3308,13789,2025-11-08,59,0,new,No reason,ineligible
3309,9560,2024-09-16,51,1,new,Defective,ineligible
3310,8525,2024-12-14,14,1,new,Defective,eligible
3311,7708,2024-08-31,24,1,new,No reason,eligible
3312,3526,2025-09-08,39,1,new,Too large,ineligible
3313,11152,2024-08-03,9,1,tried-on,No reason,eligible
3314,14414,2025-02-16,55,1,new,Changed mind,ineligible
3315,5900,2025-03-13,8,1,damaged,Changed mind,ineligible
3316,11396,2025-04-03,7,1,new,Defective,eligible
3317,14283,2023-12-21,36,1,new,No reason,needs_review
3318,12041,2025-10-07,16,1,new,Defective,eligible
3319,15624,2024-04-18,26,1,new,Too large,ineligible
3320,8672,2024-09-27,1,1,new,Too small,eligible
3321,12500,2024-08-12,14,1,tried-on,Changed mind,ineligible
3322,13499,2025-10-30,38,1,new,No reason,eligible
3323,4660,2024-10-12,43,0,tried-on,Wrong item,ineligible
3324,13786,2025-01-05,10,1,new,Too small,eligible
3325,8767,2025-11-27,57,1,new,Defective,eligible
3326,9371,2025-12-02,50,1,worn,Defective,ineligible
3327,3102,2024-08-23,13,1,new,Changed mind,eligible
3328,5460,2025-07-15,45,0,new,Too small,ineligible
3329,6829,2025-10-22,9,1,new,No reason,eligible
3330,600,2024-05-04,47,1,tried-on,Wrong item,ineligible
3331,8392,2024-12-28,30,1,tried-on,Wrong item,ineligible
3332,15278,2025-04-05,48,1,tried-on,Too small,ineligible
3333,1539,2025-09-07,30,1,new,Too small,eligible
3334,12543,2025-07-29,11,1,new,Too large,eligible
3335,1067,2024-08-29,38,1,new,Defective,ineligible
3336,2954,2024-01-04,42,1,new,Wrong item,ineligible
3337,8921,2024-08-21,33,1,new,Wrong item,ineligible
3338,14564,2025-07-05,13,1,tried-on,Changed mind,eligible
3339,12468,2024-11-23,11,0,new,Too large,needs_review
3340,13760,2024-07-16,55,1,new,Changed mind,ineligible
3341,6582,2025-06-03,5,1,worn,Too small,ineligible
3342,13027,2024-06-09,36,1,new,No reason,ineligible
3343,13834,2024-07-21,17,1,new,Defective,needs_review
3344,2156,2025-09-15,22,1,new,Wrong item,ineligible
3345,111,2024-11-03,48,1,new,Changed mind,ineligible
3346,5220,2024-05-09,44,1,new,Wrong item,eligible
3347,12705,2025-04-27,49,1,new,Defective,ineligible
3348,3019,2025-10-21,32,0,new,Wrong item,needs_review
3349,1921,2025-01-22,7,1,new,Changed mind,eligible
3350,14717,2024-03-04,10,1,new,Too large,eligible
3351,11316,2025-03-27,19,1,new,Too large,eligible
3352,11186,2025-06-25,1,1,new,Changed mind,eligible
3353,10579,2025-08-02,54,1,worn,Wrong item,ineligible
3354,9885,2024-04-03,2,1,new,No reason,eligible
3355,10231,2024-08-08,29,1,new,Too large,eligible
3356,4778,2025-10-17,54,1,new,Defective,ineligible
3357,13381,2025-11-13,25,1,new,Too large,eligible
3358,4776,2025-04-27,48,0,new,No reason,ineligible
3359,12540,2024-12-12,36,1,worn,Too large,ineligible
3360,2015,2024-10-27,48,1,tried-on,Changed mind,ineligible
3361,3625,2025-09-02,0,1,tried-on,Wrong item,eligible
3362,8549,2024-07-04,3,1,new,Wrong item,eligible
3363,10813,2025-01-26,16,1,tried-on,Too large,needs_review
3364,1406,2025-05-27,57,1,worn,Too large,ineligible
3365,9499,2024-04-27,30,1,new,Changed mind,eligible
3366,15740,2025-04-09,53,1,new,Defective,ineligible
3367,5782,2025-05-30,27,1,new,Defective,eligible
3368,13316,2024-09-15,17,1,tried-on,Defective,needs_review
3369,8348,2024-03-18,50,1,new,Changed mind,ineligible
3370,2747,2025-02-06,36,1,new,Too large,eligible
3371,1283,2024-03-10,33,1,tried-on,Too large,ineligible
3372,5443,2024-01-27,7,1,damaged,No reason,ineligible
3373,11564,2024-02-06,31,1,new,Too small,ineligible
3374,7949,2025-09-25,36,1,new,Changed mind,needs_review
3375,14628,2025-01-02,28,1,tried-on,No reason,ineligible
3376,14008,2025-02-01,51,1,new,Too large,ineligible
3377,9816,2025-10-01,23,1,new,Wrong item,eligible
3378,6607,2023-12-12,11,1,tried-on,Too small,eligible
3379,12254,2025-07-23,59,1,tried-on,Defective,ineligible
3380,10416,2024-08-10,53,1,tried-on,Too small,ineligible
3381,1629,2024-08-04,14,1,new,Too large,eligible
3382,9015,2024-09-12,46,1,tried-on,Too small,ineligible
3383,7954,2025-04-10,37,1,new,Changed mind,needs_review
3384,5149,2025-12-16,60,1,new,Too large,eligible
3385,9643,2024-05-31,60,1,tried-on,Defective,ineligible
3386,9638,2025-11-25,21,1,new,Changed mind,eligible
3387,13871,2025-08-02,53,1,new,Too large,ineligible
3388,3278,2025-10-10,14,1,tried-on,Too large,eligible
3389,14033,2025-07-10,5,1,new,Changed mind,eligible
3390,10909,2025-11-24,46,1,new,Too small,ineligible
3391,11239,2024-12-14,40,1,new,Too small,ineligible
3392,5114,2024-07-10,30,1,new,Too large,eligible
3393,1893,2025-02-02,1,1,worn,Changed mind,ineligible
3394,6506,2023-12-04,10,1,new,No reason,eligible
3395,12114,2025-05-18,32,1,worn,Wrong item,ineligible
3396,1777,2025-11-16,43,1,new,Wrong item,ineligible
3397,8234,2024-04-22,25,1,tried-on,Wrong item,eligible
3398,1749,2024-07-22,4,1,new,Too large,eligible
3399,14595,2024-05-19,0,1,new,No reason,eligible
3400,110,2025-04-24,10,1,tried-on,Defective,eligible
3401,6168,2024-07-23,44,1,tried-on,Changed mind,ineligible
3402,2276,2024-05-24,54,1,new,Too small,ineligible
3403,15407,2024-03-02,58,1,new,Wrong item,eligible
3404,2913,2025-10-08,26,1,new,Too large,ineligible
3405,1473,2025-01-24,39,1,tried-on,Too large,ineligible
3406,6264,2024-05-24,11,1,new,Changed mind,eligible
3407,7732,2024-01-27,37,1,tried-on,Changed mind,ineligible
3408,4949,2024-01-24,36,1,new,Defective,needs_review
3409,9375,2024-04-10,47,1,damaged,No reason,ineligible
3410,6501,2025-09-04,59,1,tried-on,No reason,ineligible
3411,12454,2024-02-29,44,1,new,Defective,ineligible
3412,6020,2025-12-03,36,1,new,Defective,needs_review
3413,12233,2025-11-06,57,1,new,No reason,ineligible
3414,7144,2024-04-03,13,1,tried-on,Defective,eligible
3415,3401,2025-05-22,57,1,new,Too large,ineligible
3416,11148,2025-01-16,5,1,tried-on,Defective,eligible
3417,12499,2024-07-31,2,1,worn,Too large,ineligible
3418,9688,2024-04-15,42,1,damaged,No reason,ineligible
3419,8229,2025-06-26,54,1,new,Changed mind,ineligible
3420,11081,2024-07-26,6,1,new,Too large,eligible
3421,9414,2024-12-04,7,1,new,Changed mind,eligible
3422,10966,2025-12-06,54,1,new,Too large,ineligible
3423,6186,2024-06-05,1,1,new,Defective,eligible
3424,12520,2025-03-25,1,1,new,No reason,eligible
3425,10434,2024-06-04,1,1,new,Wrong item,eligible
3426,2270,2025-12-29,52,1,damaged,No reason,ineligible
3427,2429,2025-09-14,25,1,tried-on,Too small,ineligible
3428,3918,2025-05-30,1,1,new,Wrong item,eligible
3429,7792,2024-12-21,8,1,new,Too large,eligible
3430,14067,2024-12-22,9,1,new,No reason,eligible
3431,1038,2024-05-14,42,1,new,Changed mind,ineligible
3432,10580,2025-07-03,24,1,new,Wrong item,ineligible
3433,3750,2025-08-04,4,1,new,Too large,eligible
3434,9454,2025-07-16,36,1,tried-on,Changed mind,needs_review
3435,3216,2025-03-23,10,1,new,No reason,eligible
3436,8142,2025-10-15,11,1,new,Too large,eligible
3437,10080,2024-01-05,15,1,new,Changed mind,eligible
3438,4445,2024-09-10,12,1,tried-on,Changed mind,eligible
3439,13156,2024-07-30,16,1,damaged,Changed mind,ineligible
3440,2441,2024-02-12,39,1,new,Changed mind,ineligible
3441,11611,2025-01-30,46,1,new,Too large,ineligible
3442,3309,2025-07-08,13,1,new,Changed mind,eligible
3443,1829,2025-09-02,54,1,new,Wrong item,ineligible
3444,1395,2024-06-10,44,1,worn,No reason,ineligible
3445,15411,2025-03-10,23,1,new,No reason,eligible
3446,8619,2025-10-24,6,1,tried-on,No reason,eligible
3447,5856,2025-02-20,52,1,new,Changed mind,ineligible
3448,8952,2025-03-09,30,1,new,Changed mind,eligible
3449,468,2025-01-25,12,1,new,Defective,eligible
3450,6901,2023-12-03,24,1,tried-on,Too large,eligible
3451,15014,2025-10-04,20,1,new,Too large,needs_review
3452,6327,2024-02-10,32,1,new,Too large,needs_review
3453,7928,2025-05-21,36,1,worn,Too large,ineligible
3454,8209,2025-02-28,56,1,new,No reason,ineligible
3455,7639,2025-07-24,21,1,tried-on,Too small,eligible
3456,8723,2025-03-17,3,1,new,No reason,eligible
3457,13400,2024-07-13,21,1,new,Too large,eligible
3458,2241,2024-08-23,27,0,tried-on,Defective,needs_review
3459,3938,2024-10-13,16,1,worn,No reason,ineligible
3460,14886,2025-09-18,25,0,new,Wrong item,needs_review
3461,13642,2024-11-08,42,1,worn,Too small,ineligible
3462,9496,2024-10-27,35,1,new,Too small,needs_review
3463,6976,2024-12-26,32,1,worn,Defective,ineligible
3464,4890,2025-09-27,12,1,new,Too small,eligible
3465,11918,2024-04-22,9,1,new,Changed mind,eligible
3466,11479,2025-05-26,46,1,new,Changed mind,ineligible
3467,7551,2025-11-13,51,0,new,Too small,ineligible
3468,5485,2024-02-15,18,1,new,No reason,eligible
3469,1396,2024-05-15,18,1,tried-on,Too large,eligible
3470,8225,2024-05-22,5,1,tried-on,Too small,eligible
3471,8613,2024-02-10,1,1,new,Changed mind,eligible
3472,3537,2025-11-18,18,1,tried-on,Changed mind,eligible
3473,5433,2025-08-01,50,1,new,Changed mind,ineligible
3474,2703,2024-10-28,11,1,tried-on,Wrong item,eligible
3475,319,2024-08-03,35,1,new,No reason,ineligible
3476,15154,2025-03-22,10,1,new,Too large,eligible
3477,12406,2024-01-18,27,1,new,Too small,ineligible
3478,14986,2023-12-25,1,1,worn,Wrong item,ineligible
3479,10781,2024-06-30,21,1,tried-on,Too small,eligible
3480,8430,2025-04-12,7,0,tried-on,Defective,needs_review
3481,3163,2023-12-31,5,0,new,No reason,needs_review
3482,1700,2025-10-27,22,1,tried-on,No reason,ineligible
3483,10867,2025-03-31,54,1,new,Changed mind,ineligible
3484,13385,2024-02-23,24,1,new,Too large,eligible
3485,10246,2024-09-17,39,0,new,Too small,ineligible
3486,4368,2024-04-09,30,0,tried-on,No reason,ineligible
3487,6008,2024-06-24,49,1,tried-on,Changed mind,ineligible
3488,6395,2024-04-30,29,1,new,Too large,eligible
3489,12808,2023-12-15,27,1,damaged,Wrong item,ineligible
3490,6695,2025-10-27,16,1,new,No reason,needs_review
3491,6401,2025-08-20,49,0,tried-on,No reason,needs_review
3492,13576,2024-10-10,47,1,tried-on,Defective,ineligible
3493,7298,2025-01-05,49,1,tried-on,Wrong item,ineligible
3494,1778,2024-07-01,6,0,worn,Wrong item,ineligible
3495,1647,2025-07-10,18,1,new,Too large,needs_review
3496,2108,2025-06-30,59,1,tried-on,Too small,ineligible
3497,2424,2024-12-22,48,0,new,No reason,ineligible
3498,6039,2024-01-13,11,1,tried-on,Changed mind,eligible
3499,8317,2025-10-22,27,1,new,Too large,ineligible
3500,14368,2024-07-11,43,1,new,Defective,ineligible
3501,12599,2025-05-16,25,1,new,Defective,eligible
3502,11188,2025-04-24,14,0,new,Too large,needs_review
3503,6193,2025-01-13,18,1,worn,No reason,ineligible
3504,15251,2025-12-31,55,1,new,Wrong item,ineligible
3505,4116,2024-09-01,59,1,new,No reason,ineligible
3506,384,2025-07-25,43,1,tried-on,Changed mind,eligible
3507,13670,2025-02-11,50,1,new,Too small,ineligible
3508,13662,2025-07-16,9,1,new,Changed mind,eligible
3509,7299,2024-12-01,14,1,tried-on,No reason,eligible
3510,12622,2023-12-31,2,0,new,Wrong item,ineligible
3511,4575,2024-04-08,60,1,new,No reason,ineligible
3512,2740,2025-07-04,53,1,new,Defective,ineligible
3513,15579,2024-02-05,28,1,damaged,Too large,ineligible
3514,13164,2025-09-11,20,1,new,Changed mind,eligible
3515,14098,2025-05-03,11,1,new,No reason,eligible
3516,3509,2025-11-16,48,1,new,Too large,ineligible
3517,15835,2024-04-30,28,1,new,Too large,eligible
3518,12007,2024-01-03,7,0,new,Wrong item,needs_review
3519,13858,2024-06-13,29,1,tried-on,Too small,eligible
3520,7334,2024-11-26,55,1,worn,Wrong item,ineligible
3521,782,2024-02-09,39,1,new,Changed mind,ineligible
3522,7836,2024-06-21,10,1,new,Changed mind,eligible
3523,13142,2024-02-02,36,1,tried-on,Wrong item,needs_review
3524,2988,2025-01-13,43,1,new,No reason,ineligible
3525,9956,2025-09-06,53,1,new,No reason,ineligible
3526,4767,2025-10-21,30,1,new,Wrong item,ineligible
3527,3122,2023-11-29,7,1,new,No reason,eligible
3528,2475,2025-02-25,53,1,new,Too small,ineligible
3529,12855,2025-09-29,40,1,new,Wrong item,ineligible
3530,14278,2025-02-13,7,1,new,Too large,eligible
3531,12529,2024-03-30,27,1,new,Wrong item,eligible
3532,2543,2025-04-13,30,1,new,Defective,eligible
3533,2728,2024-07-25,25,0,new,Too small,needs_review
3534,6915,2025-07-08,45,1,new,Defective,ineligible
3535,2945,2025-12-12,55,1,new,Changed mind,eligible
3536,14336,2024-07-06,50,1,tried-on,Too large,ineligible
3537,308,2025-09-27,22,1,tried-on,No reason,eligible
3538,11411,2024-11-06,49,1,new,Too small,ineligible
3539,10326,2024-04-13,39,1,worn,Defective,ineligible
3540,7255,2024-11-11,20,1,new,Too small,needs_review
